gene,compare,medianP,meanlogFC,DEGtype,Gene_Name,
ENSG00000277363,F7/D6,0.00876,-0.565,non-DEG,SRCIN1,
ENSG00000277383,F7/D6,0.198,0.369,non-DEG,,
ENSG00000277400,F7/D6,0.0134,-1.35,down-regulate,,
ENSG00000277402,F7/D6,0.000975,-0.79,non-DEG,MIR6891,
ENSG00000277443,F7/D6,0.00058,0.208,non-DEG,MARCKS,
ENSG00000277449,F7/D6,0.0226,0.491,non-DEG,CEBPB-AS1,
ENSG00000277476,F7/D6,0.00529,0.41,non-DEG,,
ENSG00000277496,F7/D6,0.00333,-0.31,non-DEG,,
ENSG00000277511,F7/D6,0.379,0.224,non-DEG,,
ENSG00000277534,F7/D6,0.00563,0.326,non-DEG,,
ENSG00000277624,F7/D6,0.00169,1.174,up-regulate,NA,
ENSG00000277632,F7/D6,1.56E-08,1.381,up-regulate,CCL3,
ENSG00000277687,F7/D6,0.0293,0.367,non-DEG,,
ENSG00000277701,F7/D6,0.0014,-0.75,non-DEG,,
ENSG00000277715,F7/D6,0.0185,0.529,non-DEG,,
ENSG00000277718,F7/D6,0.0387,0.888,up-regulate,LINC02255,
ENSG00000277734,F7/D6,0.0001,-0.411,non-DEG,TRAC,
ENSG00000277739,F7/D6,0.278,-0.213,non-DEG,5_8S_rRNA,
ENSG00000277778,F7/D6,0.00053,0.725,non-DEG,PGM5P2,
ENSG00000277791,F7/D6,0.287,-0.076,non-DEG,PSMB3,
ENSG00000277806,F7/D6,0.00224,-1.087,down-regulate,,
ENSG00000277879,F7/D6,0.0443,-0.405,non-DEG,,
ENSG00000277895,F7/D6,0.259,-0.175,non-DEG,,
ENSG00000277925,F7/D6,0.00646,-0.148,non-DEG,Telomerase-vert,
ENSG00000277991,F7/D6,0.0155,-0.075,non-DEG,,
ENSG00000277999,F7/D6,0.0083,0.792,non-DEG,,
ENSG00000278000,F7/D6,0.00945,-1.067,down-regulate,,
ENSG00000278002,F7/D6,0.199,-0.227,non-DEG,,
ENSG00000278041,F7/D6,0.153,0.475,non-DEG,,
ENSG00000278048,F7/D6,0.0117,0.907,up-regulate,U2,
ENSG00000278077,F7/D6,0.0173,1.21,up-regulate,,
ENSG00000278134,F7/D6,0.00023,1.119,up-regulate,NA,
ENSG00000278156,F7/D6,0.0517,0.672,non-DEG,TSC22D1-AS1,
ENSG00000278189,F7/D6,0.289,-0.249,non-DEG,RNA5-8SN1,
ENSG00000278195,F7/D6,0.000235,0.495,non-DEG,SSTR3,
ENSG00000278196,F7/D6,0.00725,-0.538,non-DEG,IGLV2-8,
ENSG00000278202,F7/D6,0.104,0.602,non-DEG,,
ENSG00000278233,F7/D6,0.0814,-0.162,non-DEG,RNA5-8SN2,
ENSG00000278238,F7/D6,0.153,-0.362,non-DEG,,
ENSG00000278272,F7/D6,0.000226,-0.638,non-DEG,NA,
ENSG00000278291,F7/D6,0.0128,0.786,non-DEG,,
ENSG00000278318,F7/D6,5.16E-07,-2.749,down-regulate,ZNF229,
ENSG00000278338,F7/D6,0.0587,0.757,non-DEG,VWA8-AS1,
ENSG00000278463,F7/D6,0.0254,-0.381,non-DEG,H2AC4,
ENSG00000278493,F7/D6,0.228,0.331,non-DEG,,
ENSG00000278535,F7/D6,0.0218,0.372,non-DEG,DHRS11,
ENSG00000278540,F7/D6,0.0527,0.109,non-DEG,ACACA,
ENSG00000278561,F7/D6,0.000135,-1.937,down-regulate,PTPN20CP,
ENSG00000278588,F7/D6,0.0331,0.022,non-DEG,H2BC10,
ENSG00000278591,F7/D6,0.0122,0.989,up-regulate,U2,
ENSG00000278600,F7/D6,0.185,0.115,non-DEG,,
ENSG00000278603,F7/D6,0.0109,0.449,non-DEG,,
ENSG00000278616,F7/D6,0.000115,0.896,up-regulate,BEND3P3,
ENSG00000278619,F7/D6,0.0325,0.206,non-DEG,MRM1,
ENSG00000278662,F7/D6,0.00636,0.628,non-DEG,GOLGA6L10,
ENSG00000278677,F7/D6,0.00131,-0.27,non-DEG,H2AC17,
ENSG00000278705,F7/D6,0.00242,-0.376,non-DEG,H4C2,
ENSG00000278709,F7/D6,0.0284,0.887,up-regulate,NKILA,
ENSG00000278730,F7/D6,2.70E-05,0.602,non-DEG,,
ENSG00000278740,F7/D6,0.0251,-0.8,non-DEG,,
ENSG00000278763,F7/D6,0.000121,1.135,up-regulate,FAM27B,
ENSG00000278765,F7/D6,0.0776,-0.452,non-DEG,,
ENSG00000278774,F7/D6,0.000476,0.994,up-regulate,U2,
ENSG00000278811,F7/D6,0.0171,0.418,non-DEG,LINC00624,
ENSG00000278828,F7/D6,0.00228,-0.415,non-DEG,H3C10,
ENSG00000278829,F7/D6,0.0388,0.51,non-DEG,,
ENSG00000278857,F7/D6,1.14E-05,1.34,up-regulate,IGKV1D-12,
ENSG00000278861,F7/D6,0.167,0.313,non-DEG,,
ENSG00000278897,F7/D6,0.000995,-0.529,non-DEG,,
ENSG00000278903,F7/D6,0.00032,-0.902,down-regulate,,
ENSG00000278916,F7/D6,0.0492,0.568,non-DEG,CEP83-DT,
ENSG00000278917,F7/D6,0.164,0.317,non-DEG,,
ENSG00000278937,F7/D6,0.0203,-0.452,non-DEG,NA,
ENSG00000278949,F7/D6,0.0781,0.279,non-DEG,,
ENSG00000278959,F7/D6,0.0689,-0.374,non-DEG,,
ENSG00000278970,F7/D6,0.00873,-0.21,non-DEG,HEIH,
ENSG00000278987,F7/D6,0.243,0.148,non-DEG,,
ENSG00000278996,F7/D6,0.247,-0.328,non-DEG,,
ENSG00000279039,F7/D6,0.0823,-0.616,non-DEG,,
ENSG00000279057,F7/D6,0.0963,0.244,non-DEG,,
ENSG00000279058,F7/D6,0.000892,-0.627,non-DEG,AGAP14P,
ENSG00000279070,F7/D6,0.227,-0.183,non-DEG,,
ENSG00000279088,F7/D6,0.0418,0.202,non-DEG,,
ENSG00000279092,F7/D6,0.0063,0.549,non-DEG,,
ENSG00000279095,F7/D6,0.00768,-1.807,down-regulate,,
ENSG00000279114,F7/D6,0.0163,0.599,non-DEG,,
ENSG00000279149,F7/D6,0.00776,-0.332,non-DEG,,
ENSG00000279191,F7/D6,0.0903,-0.706,down-regulate,NA,
ENSG00000279192,F7/D6,0.0168,0.225,non-DEG,PWAR5,
ENSG00000279196,F7/D6,0.123,0.367,non-DEG,,
ENSG00000279198,F7/D6,0.0823,0.255,non-DEG,,
ENSG00000279204,F7/D6,0.00196,1.11,up-regulate,,
ENSG00000279207,F7/D6,0.158,-0.225,non-DEG,,
ENSG00000279208,F7/D6,0.0233,-0.995,down-regulate,,
ENSG00000279232,F7/D6,0.211,0.626,non-DEG,,
ENSG00000279245,F7/D6,0.155,-0.721,non-DEG,FAM223A,
ENSG00000279267,F7/D6,0.00556,0.543,non-DEG,,
ENSG00000279277,F7/D6,0.00187,0.758,non-DEG,,
ENSG00000279283,F7/D6,0.186,0.271,non-DEG,,
ENSG00000279296,F7/D6,0.0269,0.263,non-DEG,PRAL,
ENSG00000279301,F7/D6,0.13,0.448,non-DEG,OR2T11,
ENSG00000279320,F7/D6,0.000886,-1.209,down-regulate,,
ENSG00000279330,F7/D6,0.143,-0.373,non-DEG,,
ENSG00000279355,F7/D6,0.00309,0.499,non-DEG,NA,
ENSG00000279382,F7/D6,0.134,0.187,non-DEG,,
ENSG00000279390,F7/D6,4.09E-05,1.322,up-regulate,,
ENSG00000279413,F7/D6,0.0493,-0.394,non-DEG,,
ENSG00000279423,F7/D6,0.111,-0.151,non-DEG,,
ENSG00000279452,F7/D6,0.199,0.183,non-DEG,,
ENSG00000279456,F7/D6,0.01,0.564,non-DEG,,
ENSG00000279457,F7/D6,0.0246,-0.219,non-DEG,WASH9P,
ENSG00000279481,F7/D6,0.2,0.312,non-DEG,,
ENSG00000279488,F7/D6,0.0389,0.356,non-DEG,,
ENSG00000279490,F7/D6,0.00627,0.562,non-DEG,,
ENSG00000279500,F7/D6,0.00427,0.311,non-DEG,,
ENSG00000279529,F7/D6,0.0039,0.494,non-DEG,,
ENSG00000279530,F7/D6,0.0224,-0.239,non-DEG,,
ENSG00000279534,F7/D6,0.298,0.262,non-DEG,,
ENSG00000279541,F7/D6,0.041,-0.159,non-DEG,,
ENSG00000279544,F7/D6,0.0971,0.272,non-DEG,,
ENSG00000279554,F7/D6,0.0208,0.867,up-regulate,,
ENSG00000279561,F7/D6,7.96E-05,0.835,non-DEG,,
ENSG00000279565,F7/D6,0.0311,-0.835,down-regulate,,
ENSG00000279568,F7/D6,0.0199,0.419,non-DEG,,
ENSG00000279598,F7/D6,0.000154,-0.551,non-DEG,,
ENSG00000279602,F7/D6,0.313,0.065,non-DEG,,
ENSG00000279608,F7/D6,0.0133,-0.408,non-DEG,,
ENSG00000279609,F7/D6,0.17,0.678,non-DEG,,
ENSG00000279631,F7/D6,0.0375,-0.4,non-DEG,,
ENSG00000279640,F7/D6,0.111,0.523,non-DEG,,
ENSG00000279659,F7/D6,0.253,-0.403,non-DEG,,
ENSG00000279672,F7/D6,0.0223,-0.315,non-DEG,,
ENSG00000279673,F7/D6,0.0133,0.672,non-DEG,,
ENSG00000279675,F7/D6,0.011,-0.609,non-DEG,,
ENSG00000279696,F7/D6,0.087,-0.157,non-DEG,,
ENSG00000279706,F7/D6,0.00502,0.661,non-DEG,,
ENSG00000279713,F7/D6,0.0124,-1.546,down-regulate,,
ENSG00000279716,F7/D6,0.00188,0.386,non-DEG,,
ENSG00000279718,F7/D6,0.0535,-0.687,non-DEG,SNX18P12,
ENSG00000279727,F7/D6,0.119,-0.894,non-DEG,LINC02033,
ENSG00000279741,F7/D6,0.0222,0.778,up-regulate,,
ENSG00000279742,F7/D6,0.152,0.562,non-DEG,,
ENSG00000279744,F7/D6,0.104,0.238,non-DEG,,
ENSG00000279748,F7/D6,0.0429,0.209,non-DEG,,
ENSG00000279766,F7/D6,0.102,-0.5,non-DEG,,
ENSG00000279791,F7/D6,0.201,0.798,non-DEG,,
ENSG00000279800,F7/D6,0.131,-0.202,non-DEG,BCLAF1P2,
ENSG00000279825,F7/D6,5.94E-05,-0.79,non-DEG,,
ENSG00000279861,F7/D6,0.102,-0.246,non-DEG,,
ENSG00000279863,F7/D6,0.000385,-0.636,non-DEG,,
ENSG00000279873,F7/D6,0.0105,0.424,non-DEG,LINC01126,
ENSG00000279885,F7/D6,0.00053,0.803,non-DEG,,
ENSG00000279926,F7/D6,0.129,0.3,non-DEG,,
ENSG00000279933,F7/D6,0.0144,0.354,non-DEG,,
ENSG00000279942,F7/D6,0.0324,0.292,non-DEG,,
ENSG00000279943,F7/D6,0.0404,0.722,non-DEG,FLJ38576,
ENSG00000279964,F7/D6,0.146,-0.576,non-DEG,,
ENSG00000280010,F7/D6,0.078,-0.479,non-DEG,,
ENSG00000280014,F7/D6,0.0488,0.382,non-DEG,,
ENSG00000280018,F7/D6,0.000624,-0.619,non-DEG,,
ENSG00000280027,F7/D6,0.0131,0.794,non-DEG,,
ENSG00000280038,F7/D6,0.358,0.539,non-DEG,DNM1P41,
ENSG00000280039,F7/D6,0.0892,0.319,non-DEG,RN7SKP23,
ENSG00000280054,F7/D6,0.00165,-0.798,non-DEG,,
ENSG00000280057,F7/D6,0.23,0.497,non-DEG,,
ENSG00000280060,F7/D6,0.136,0.579,non-DEG,,
ENSG00000280063,F7/D6,0.0532,0.221,non-DEG,,
ENSG00000280069,F7/D6,0.00677,0.414,non-DEG,,
ENSG00000280071,F7/D6,0.0928,0.466,non-DEG,,
ENSG00000280077,F7/D6,0.000212,0.596,non-DEG,,
ENSG00000280079,F7/D6,0.00395,-1.139,down-regulate,,
ENSG00000280080,F7/D6,0.11,0.314,non-DEG,TBC1D22A-AS1,
ENSG00000280099,F7/D6,0.000232,2.537,up-regulate,,
ENSG00000280106,F7/D6,0.1,-0.413,non-DEG,,
ENSG00000280119,F7/D6,0.00689,1.321,up-regulate,,
ENSG00000280128,F7/D6,0.101,0.163,non-DEG,,
ENSG00000280129,F7/D6,0.0588,-0.437,non-DEG,,
ENSG00000280138,F7/D6,0.00382,0.249,non-DEG,,
ENSG00000280143,F7/D6,0.0279,0.2,non-DEG,,
ENSG00000280145,F7/D6,8.20E-05,-1.208,down-regulate,,
ENSG00000280157,F7/D6,0.0522,0.426,non-DEG,,
ENSG00000280195,F7/D6,0.0321,-0.275,non-DEG,,
ENSG00000280206,F7/D6,0.0401,0.221,non-DEG,,
ENSG00000280214,F7/D6,0.0425,0.379,non-DEG,,
ENSG00000280219,F7/D6,0.0462,0.501,non-DEG,,
ENSG00000280228,F7/D6,0.00148,-0.907,down-regulate,,
ENSG00000280237,F7/D6,6.84E-05,1.127,up-regulate,NA,
ENSG00000280269,F7/D6,0.0848,0.46,non-DEG,,
ENSG00000280273,F7/D6,0.297,-0.227,non-DEG,,
ENSG00000280286,F7/D6,0.116,0.606,non-DEG,FRG1KP,
ENSG00000280287,F7/D6,0.015,-0.292,non-DEG,,
ENSG00000280294,F7/D6,0.0118,0.573,non-DEG,,
ENSG00000280295,F7/D6,0.00838,0.79,non-DEG,,
ENSG00000280300,F7/D6,0.0102,0.384,non-DEG,,
ENSG00000280303,F7/D6,0.0286,-0.281,non-DEG,ERICD,
ENSG00000280310,F7/D6,0.205,0.565,non-DEG,,
ENSG00000280332,F7/D6,0.0701,0.308,non-DEG,,
ENSG00000280384,F7/D6,0.0522,0.562,non-DEG,,
ENSG00000280385,F7/D6,0.137,0.083,non-DEG,,
ENSG00000280387,F7/D6,0.286,-0.185,non-DEG,,
ENSG00000280392,F7/D6,0.205,0.415,non-DEG,,
ENSG00000280407,F7/D6,0.168,0.194,non-DEG,,
ENSG00000280411,F7/D6,0.022,-0.072,non-DEG,IGHV1-69D,
ENSG00000280434,F7/D6,0.00308,0.3,non-DEG,,
ENSG00000280435,F7/D6,7.51E-05,1.749,up-regulate,,
ENSG00000280441,F7/D6,0.0646,-0.323,non-DEG,,
ENSG00000280587,F7/D6,0.187,0.543,non-DEG,LINC01348,
ENSG00000280721,F7/D6,0.0248,-0.779,non-DEG,LINC01943,
ENSG00000280739,F7/D6,0.151,0.288,non-DEG,EIF1B-AS1,
ENSG00000280798,F7/D6,0.0196,-0.213,non-DEG,LINC00294,
ENSG00000280828,F7/D6,0.243,0.163,non-DEG,,
ENSG00000281000,F7/D6,0.0162,-0.282,conflicting,SNORD3D,
ENSG00000281005,F7/D6,0.282,-0.091,non-DEG,LINC00921,
ENSG00000281091,F7/D6,0.124,0.491,non-DEG,,
ENSG00000281100,F7/D6,0.00267,-0.906,non-DEG,,
ENSG00000281103,F7/D6,0.00227,0.368,non-DEG,TRG-AS1,
ENSG00000281195,F7/D6,0.137,0.072,non-DEG,,
ENSG00000281207,F7/D6,0.02,0.34,non-DEG,SLFNL1-AS1,
ENSG00000281392,F7/D6,0.00642,0.659,non-DEG,LINC00506,
ENSG00000281398,F7/D6,0.000357,0.42,non-DEG,SNHG4,
ENSG00000281469,F7/D6,0.0144,0.479,non-DEG,,
ENSG00000281490,F7/D6,0.277,0.117,non-DEG,CICP14,
ENSG00000281501,F7/D6,0.129,-0.215,non-DEG,SEPSECS-AS1,
ENSG00000281641,F7/D6,0.00627,1.674,up-regulate,SAMD12-AS1,
ENSG00000281731,F7/D6,0.106,0.342,non-DEG,METTL14-DT,
ENSG00000281741,F7/D6,0.000379,-0.756,non-DEG,,
ENSG00000281852,F7/D6,0.0202,-0.37,non-DEG,LINC00891,
ENSG00000281903,F7/D6,0.0271,1.117,up-regulate,LINC02246,
ENSG00000281912,F7/D6,0.121,0.319,non-DEG,LINC01144,
ENSG00000282033,F7/D6,0.172,-0.067,non-DEG,,
ENSG00000282416,F7/D6,0.0403,-0.423,non-DEG,,
ENSG00000282419,F7/D6,0.000911,1.251,up-regulate,TEX13D,
ENSG00000282826,F7/D6,3.07E-06,-1.829,down-regulate,FRG1CP,
ENSG00000282840,F7/D6,4.83E-05,1.243,up-regulate,,
ENSG00000282851,F7/D6,0.267,-0.122,non-DEG,BISPR,
ENSG00000282855,F7/D6,0.0961,0.38,non-DEG,,
ENSG00000282860,F7/D6,0.193,0.684,non-DEG,,
ENSG00000282897,F7/D6,0.0249,1.655,up-regulate,,
ENSG00000282936,F7/D6,0.0661,0.336,non-DEG,,
ENSG00000282988,F7/D6,0.000543,-0.633,non-DEG,,
ENSG00000283031,F7/D6,0.0258,0.478,non-DEG,,
ENSG00000283041,F7/D6,0.0345,0.236,non-DEG,,
ENSG00000283052,F7/D6,0.0118,1.557,up-regulate,LINC02456,
ENSG00000283073,F7/D6,0.0432,0.567,up-regulate,NA,
ENSG00000283103,F7/D6,0.198,-0.208,non-DEG,,
ENSG00000283122,F7/D6,0.145,1.05,non-DEG,HYMAI,
ENSG00000283128,F7/D6,0.158,-0.413,non-DEG,,
ENSG00000283196,F7/D6,0.000898,0.682,non-DEG,,
ENSG00000283293,F7/D6,0.016,-0.261,non-DEG,RN7SK,
ENSG00000283352,F7/D6,0.0667,0.365,non-DEG,,
ENSG00000283415,F7/D6,0.0359,0.593,non-DEG,,
ENSG00000283498,F7/D6,0.12,-0.129,non-DEG,MIR1244-2,
ENSG00000283554,F7/D6,3.79E-06,-1.249,down-regulate,LINC02341,
ENSG00000283638,F7/D6,0.000171,-2.92,down-regulate,,
ENSG00000283667,F7/D6,4.35E-05,0.819,non-DEG,,
ENSG00000283674,F7/D6,0.125,-0.036,non-DEG,,
ENSG00000283709,F7/D6,0.149,-0.338,non-DEG,FAM238C,
ENSG00000283828,F7/D6,0.052,0.784,non-DEG,,
ENSG00000283849,F7/D6,0.0886,0.53,non-DEG,,
ENSG00000283930,F7/D6,0.0913,1.104,non-DEG,PLD5P1,
ENSG00000284024,F7/D6,0.0291,0.154,non-DEG,,
ENSG00000284052,F7/D6,0.0203,0.614,non-DEG,,
ENSG00000284194,F7/D6,0.124,-0.44,non-DEG,SCO2,
ENSG00000284308,F7/D6,0.0509,0.319,non-DEG,C2orf81,
ENSG00000284378,F7/D6,0.0563,-0.16,non-DEG,MIR1244-1,
ENSG00000284387,F7/D6,0.09,0.558,non-DEG,MIR24-2,
ENSG00000284428,F7/D6,0.00756,-0.303,non-DEG,,
ENSG00000284471,F7/D6,2.88E-05,1.499,up-regulate,,
ENSG00000284486,F7/D6,0.0425,-0.483,non-DEG,NA,
ENSG00000284523,F7/D6,0.031,0.725,up-regulate,,
ENSG00000284526,F7/D6,0.081,-0.626,down-regulate,,
ENSG00000284543,F7/D6,1.34E-05,-1.347,down-regulate,LINC01226,
ENSG00000284634,F7/D6,0.0734,-0.382,non-DEG,,
ENSG00000284644,F7/D6,0.00052,1.796,up-regulate,,
ENSG00000284669,F7/D6,0.0283,1.105,non-DEG,,
ENSG00000284671,F7/D6,0.259,0.173,non-DEG,,
ENSG00000284685,F7/D6,0.00907,0.698,non-DEG,,
ENSG00000284691,F7/D6,0.00027,-0.729,non-DEG,,
ENSG00000284693,F7/D6,0.053,-0.653,non-DEG,LINC02606,
ENSG00000284719,F7/D6,0.00082,1.405,up-regulate,,
ENSG00000284825,F7/D6,0.00348,-1.277,down-regulate,,
ENSG00000284828,F7/D6,0.0074,0.639,non-DEG,NA,
ENSG00000284862,F7/D6,0.131,0.545,non-DEG,CCDC39,
ENSG00000284882,F7/D6,0.0911,0.257,non-DEG,,
ENSG00000284914,F7/D6,0.0103,-1.071,down-regulate,,
ENSG00000284968,F7/D6,0.184,0.207,non-DEG,,
ENSG00000284981,F7/D6,0.0116,0.561,non-DEG,UPK3BL2,
ENSG00000285012,F7/D6,0.000879,-1.514,down-regulate,,
ENSG00000285103,F7/D6,0.0123,0.345,non-DEG,,
ENSG00000285106,F7/D6,0.254,-0.046,non-DEG,,
ENSG00000285151,F7/D6,0.0874,-0.467,non-DEG,,
ENSG00000285163,F7/D6,0.00509,-1.05,down-regulate,,
ENSG00000285171,F7/D6,0.223,0.266,non-DEG,,
ENSG00000285204,F7/D6,0.0669,-0.427,non-DEG,,
ENSG00000285219,F7/D6,0.0764,-0.36,non-DEG,HULC,
ENSG00000285239,F7/D6,0.000811,1.569,up-regulate,,
ENSG00000285254,F7/D6,0.113,0.364,non-DEG,,
ENSG00000285269,F7/D6,0.0796,-0.602,non-DEG,,
ENSG00000285280,F7/D6,0.284,-0.271,non-DEG,,
ENSG00000285304,F7/D6,0.266,0.891,up-regulate,,
ENSG00000285399,F7/D6,0.0801,0.237,non-DEG,NA,
ENSG00000285413,F7/D6,0.0332,0.522,non-DEG,,
ENSG00000285416,F7/D6,0.203,0.374,non-DEG,,
ENSG00000285417,F7/D6,2.55E-05,2.173,up-regulate,,
ENSG00000285437,F7/D6,0.0121,0.264,non-DEG,POLR2J3,
ENSG00000285446,F7/D6,0.386,0.782,up-regulate,,
ENSG00000285448,F7/D6,0.0747,0.775,non-DEG,,
ENSG00000285454,F7/D6,0.00797,-1.012,down-regulate,,
ENSG00000000419,M8/D6,0.022,-0.204,non-DEG,DPM1,
ENSG00000000460,M8/D6,0.000308,0.568,non-DEG,C1orf112,
ENSG00000000938,M8/D6,0.000288,-0.235,non-DEG,FGR,
ENSG00000001036,M8/D6,0.000534,-0.31,non-DEG,FUCA2,
ENSG00000001460,M8/D6,0.0249,-0.348,non-DEG,STPG1,
ENSG00000001461,M8/D6,4.97E-05,-0.412,non-DEG,NIPAL3,
ENSG00000001497,M8/D6,0.358,-0.071,non-DEG,LAS1L,
ENSG00000001561,M8/D6,0.000485,0.375,non-DEG,ENPP4,
ENSG00000001629,M8/D6,0.0191,-0.089,non-DEG,ANKIB1,
ENSG00000001630,M8/D6,0.0011,0.233,non-DEG,CYP51A1,
ENSG00000002330,M8/D6,0.206,-0.106,non-DEG,BAD,
ENSG00000002586,M8/D6,0.0397,0.224,non-DEG,CD99,
ENSG00000002587,M8/D6,0.000572,0.743,non-DEG,HS3ST1,
ENSG00000002822,M8/D6,0.444,0.121,non-DEG,MAD1L1,
ENSG00000002919,M8/D6,0.0102,-0.255,non-DEG,SNX11,
ENSG00000003096,M8/D6,4.68E-05,1.151,up-regulate,KLHL13,
ENSG00000003147,M8/D6,0.119,-0.548,non-DEG,ICA1,
ENSG00000003249,M8/D6,1.27E-06,2.666,up-regulate,DBNDD1,
ENSG00000003402,M8/D6,3.91E-07,-0.542,non-DEG,CFLAR,
ENSG00000003436,M8/D6,0.000578,1.781,up-regulate,TFPI,
ENSG00000003509,M8/D6,0.0574,-0.119,non-DEG,NDUFAF7,
ENSG00000003756,M8/D6,0.0161,0.155,non-DEG,RBM5,
ENSG00000004059,M8/D6,0.0369,0.166,non-DEG,ARF5,
ENSG00000004139,M8/D6,0.0639,-0.333,non-DEG,SARM1,
ENSG00000004399,M8/D6,0.0138,-0.479,non-DEG,PLXND1,
ENSG00000004468,M8/D6,0.000186,0.249,non-DEG,CD38,
ENSG00000004478,M8/D6,2.76E-05,-0.422,non-DEG,FKBP4,
ENSG00000004487,M8/D6,0.208,-0.081,non-DEG,KDM1A,
ENSG00000004534,M8/D6,0.0624,0.1,non-DEG,RBM6,
ENSG00000004660,M8/D6,0.00172,0.608,non-DEG,CAMKK1,
ENSG00000004766,M8/D6,0.0371,-0.141,non-DEG,VPS50,
ENSG00000004776,M8/D6,0.243,0.433,non-DEG,HSPB6,
ENSG00000004777,M8/D6,0.00666,0.51,non-DEG,ARHGAP33,
ENSG00000004779,M8/D6,0.0597,-0.147,non-DEG,NDUFAB1,
ENSG00000004838,M8/D6,0.011,0.687,non-DEG,ZMYND10,
ENSG00000004866,M8/D6,0.000368,-0.434,non-DEG,ST7,
ENSG00000004897,M8/D6,0.06,-0.099,non-DEG,CDC27,
ENSG00000004961,M8/D6,0.109,-0.115,non-DEG,HCCS,
ENSG00000005007,M8/D6,0.00443,-0.179,non-DEG,UPF1,
ENSG00000005020,M8/D6,1.86E-05,-0.547,non-DEG,SKAP2,
ENSG00000005022,M8/D6,0.000215,0.335,non-DEG,SLC25A5,
ENSG00000005059,M8/D6,0.00459,0.234,non-DEG,MCUB,
ENSG00000005100,M8/D6,0.0629,-0.137,non-DEG,DHX33,
ENSG00000005108,M8/D6,0.145,-0.784,non-DEG,THSD7A,
ENSG00000005156,M8/D6,0.0738,-0.151,non-DEG,LIG3,
ENSG00000005187,M8/D6,3.93E-05,-0.782,non-DEG,ACSM3,
ENSG00000005189,M8/D6,0.000199,0.835,non-DEG,REXO5,
ENSG00000005194,M8/D6,0.308,-0.119,non-DEG,CIAPIN1,
ENSG00000005206,M8/D6,0.0198,0.268,non-DEG,SPPL2B,
ENSG00000005238,M8/D6,0.0215,0.414,non-DEG,FAM214B,
ENSG00000005243,M8/D6,0.000646,-0.602,non-DEG,COPZ2,
ENSG00000005302,M8/D6,7.76E-07,0.528,non-DEG,MSL3,
ENSG00000005379,M8/D6,0.00172,0.714,non-DEG,TSPOAP1,
ENSG00000005448,M8/D6,0.000164,0.589,non-DEG,WDR54,
ENSG00000005471,M8/D6,5.65E-05,-0.498,non-DEG,ABCB4,
ENSG00000005486,M8/D6,0.062,0.254,non-DEG,RHBDD2,
ENSG00000005513,M8/D6,0.0653,-1.037,non-DEG,SOX8,
ENSG00000005700,M8/D6,0.0134,-0.212,non-DEG,IBTK,
ENSG00000005810,M8/D6,0.00663,0.117,non-DEG,MYCBP2,
ENSG00000005844,M8/D6,0.00175,-0.427,non-DEG,ITGAL,
ENSG00000005884,M8/D6,0.137,-0.207,non-DEG,ITGA3,
ENSG00000005889,M8/D6,0.000226,-0.292,non-DEG,ZFX,
ENSG00000005893,M8/D6,0.00107,0.217,non-DEG,LAMP2,
ENSG00000006015,M8/D6,0.0077,-0.314,non-DEG,REX1BD,
ENSG00000006062,M8/D6,0.12,-0.105,non-DEG,MAP3K14,
ENSG00000006125,M8/D6,0.0765,-0.079,non-DEG,AP2B1,
ENSG00000006194,M8/D6,0.162,-0.102,non-DEG,ZNF263,
ENSG00000006210,M8/D6,0.0833,-0.577,non-DEG,CX3CL1,
ENSG00000006327,M8/D6,0.0539,0.759,up-regulate,TNFRSF12A,
ENSG00000006432,M8/D6,0.101,0.315,non-DEG,MAP3K9,
ENSG00000006453,M8/D6,0.00511,-0.266,non-DEG,BAIAP2L1,
ENSG00000006459,M8/D6,0.106,-0.211,non-DEG,KDM7A,
ENSG00000006534,M8/D6,0.0381,0.58,non-DEG,ALDH3B1,
ENSG00000006555,M8/D6,0.033,-0.218,non-DEG,TTC22,
ENSG00000006576,M8/D6,0.026,0.123,non-DEG,PHTF2,
ENSG00000006607,M8/D6,0.00336,-0.214,non-DEG,FARP2,
ENSG00000006625,M8/D6,0.0863,-0.063,non-DEG,GGCT,
ENSG00000006638,M8/D6,0.00751,1.384,up-regulate,TBXA2R,
ENSG00000006652,M8/D6,0.00128,-0.298,non-DEG,IFRD1,
ENSG00000006659,M8/D6,2.60E-05,-2.461,down-regulate,LGALS14,
ENSG00000006695,M8/D6,0.0603,-0.202,non-DEG,COX10,
ENSG00000006704,M8/D6,7.04E-06,0.912,non-DEG,GTF2IRD1,
ENSG00000006715,M8/D6,0.051,-0.11,non-DEG,VPS41,
ENSG00000006744,M8/D6,0.0199,-0.139,non-DEG,ELAC2,
ENSG00000006747,M8/D6,0.000311,1.842,up-regulate,SCIN,
ENSG00000006756,M8/D6,3.63E-06,0.922,non-DEG,ARSD,
ENSG00000007038,M8/D6,2.44E-05,-4.079,down-regulate,PRSS21,
ENSG00000007047,M8/D6,0.00295,0.285,non-DEG,MARK4,
ENSG00000007080,M8/D6,0.0677,-0.113,non-DEG,CCDC124,
ENSG00000007129,M8/D6,0.036,0.221,non-DEG,CEACAM21,
ENSG00000007202,M8/D6,0.0172,-0.104,non-DEG,KIAA0100,
ENSG00000007237,M8/D6,3.79E-06,0.52,non-DEG,GAS7,
ENSG00000007312,M8/D6,1.00E-05,0.551,non-DEG,CD79B,
